pitstopID,raceId,driverId,stop_no,lap,lapId,time_stamp,pitstop_secs,pitstops_milli,Pitlane_secs,pitlane_milli,round(pitlane)
3568,913,825,3,46,87494,21:37:54,2.4,2396,28.71,28706,29
3569,913,1,3,52,87028,21:48:32,2.42,2422,29.28,29284,29
3570,913,16,1,8,87833,20:19:52,2.17,2172,29.89,29887,30
3571,913,807,1,9,86459,20:21:39,2.27,2272,29.99,29987,30
3572,913,13,1,10,87286,20:23:21,1.86,1863,29.58,29578,30
3573,913,826,1,10,87518,20:23:35,2.37,2374,30.09,30089,30
3574,913,154,1,10,8481,20:23:40,2.09,2086,29.32,29322,29
3575,913,8,1,11,86168,20:25:15,1.99,1987,29.7,29702,30
3576,913,822,1,11,87399,20:25:21,2.63,2625,30.34,30340,30
3577,913,818,1,11,86936,20:25:26,2.09,2091,29.81,29806,30
3578,913,813,1,11,87876,20:25:40,2.25,2245,29.96,29960,30
3579,913,20,1,12,87048,20:26:56,2.43,2432,30.15,30147,30
3580,913,4,1,12,69587,20:27:01,2.01,2005,28.91,28912,29
3581,913,817,1,12,87168,20:27:04,2.05,2046,29.76,29761,30
3582,913,828,1,12,87997,20:28:03,2.43,2429,30.14,30144,30
3583,913,1,1,13,86989,20:28:41,1.85,1854,29.42,29422,29
3584,913,825,1,13,87461,20:29:15,2.03,2031,28.68,28684,29
3585,913,18,1,14,87350,20:31:07,2.23,2235,28.64,28641,29
3586,913,815,1,15,85960,20:33:27,2.26,2264,29.98,29979,30
3587,913,821,1,15,87703,20:33:38,5.96,5964,33.68,33679,34
3588,913,824,1,15,87940,20:33:44,2.7,2698,30.41,30413,30
3589,913,820,1,16,88061,20:36:06,3.04,3036,30.75,30751,31
3590,913,820,2,18,88063,20:40:34,10.26,10260,37.98,37975,38
3591,913,13,2,22,87298,20:46:35,1.96,1961,29.01,29006,29
3592,913,154,2,22,8493,20:47:09,2.39,2393,29.04,29040,29
3593,913,822,2,23,87411,20:48:37,2.17,2168,28.88,28880,29
3594,913,826,2,23,87531,20:49:04,2.47,2473,30.19,30188,30
3595,913,813,2,23,87888,20:49:20,2.04,2041,29.04,29036,29
3596,913,4,2,24,69599,20:50:06,2.1,2103,28.81,28810,29
3597,914,3,1,2,87278,15:06:10,17.46,17457,32.59,32590,33
3598,914,1,1,2,88163,15:06:11,17.46,17457,32.59,32590,33
3599,914,822,1,2,88207,15:06:13,17.46,17457,32.59,32590,33
3600,914,13,1,2,88251,15:06:15,17.46,17457,32.59,32590,33
3601,914,4,1,2,71188,15:06:17,17.46,17457,32.59,32590,33
3602,914,817,1,2,88297,15:06:20,17.46,17457,32.59,32590,33
3603,914,825,1,2,88341,15:06:21,17.46,17457,32.59,32590,33
3604,914,18,1,2,88384,15:06:23,17.46,17457,32.59,32590,33
3605,914,20,1,2,88428,15:06:26,17.46,17457,32.59,32590,33
3606,914,8,1,2,87338,15:06:28,17.46,17457,32.59,32590,33
3607,914,815,1,2,87450,15:06:30,17.46,17457,32.59,32590,33
3608,914,826,1,2,88558,15:06:33,17.46,17457,32.59,32590,33
3609,914,807,1,2,87158,15:06:35,17.46,17457,32.59,32590,33
3610,914,16,1,2,88645,15:06:37,17.46,17457,32.59,32590,33
3611,914,821,1,2,88685,15:06:39,17.46,17457,32.59,32590,33
3612,914,154,1,2,9926,15:06:42,17.46,17457,32.59,32590,33
3613,914,824,1,2,88771,15:06:44,17.46,17457,32.59,32590,33
3614,914,155,1,2,10206,15:06:47,17.46,17457,32.59,32590,33
3615,914,818,1,2,87987,15:06:50,17.46,17457,32.59,32590,33
3616,914,820,1,2,88899,15:06:52,17.46,17457,32.59,32590,33
3617,914,813,1,2,88942,15:07:03,17.46,17457,32.59,32590,33
3618,914,828,1,2,88985,15:07:18,17.46,17457,32.59,32590,33
3619,914,18,2,9,88391,15:44:19,9.4,9399,24.53,24532,25
3620,914,813,2,9,88949,15:44:28,10.33,10327,25.46,25460,25
3621,914,822,2,11,88216,15:48:14,9.33,9332,24.47,24465,24
3622,914,817,2,11,88306,15:48:16,9.05,9051,24.18,24184,24
3623,914,825,2,11,88350,15:48:17,9.42,9417,24.55,24550,25
3624,914,8,2,11,87347,15:48:20,10.06,10058,25.19,25191,25
3625,914,815,2,11,87459,15:48:20,9.84,9838,24.97,24971,25
3626,914,826,2,11,88567,15:48:22,9.43,9434,24.57,24567,25
3627,914,821,2,11,88694,15:48:25,9.74,9740,24.87,24873,25
3628,914,154,2,11,9935,15:48:26,8.88,8878,24.01,24011,24
3629,914,155,2,11,10215,15:48:28,13.52,13523,28.66,28656,29
3630,914,818,2,11,87996,15:48:29,10.32,10318,25.45,25451,25
3631,914,828,2,11,88994,15:48:34,16.05,16054,31.19,31187,31
3632,914,820,2,11,88908,15:48:36,10.75,10746,25.88,25879,26
3633,914,13,2,12,88261,15:50:12,9.24,9241,24.37,24374,24
3634,914,20,2,12,88438,15:50:13,8.63,8631,23.76,23764,24
3635,914,807,2,12,87168,15:50:17,9.56,9563,24.7,24696,25
3636,914,16,2,12,88655,15:50:21,10,10003,25.14,25136,25
3637,914,3,2,13,87289,15:51:49,8.56,8563,23.7,23696,24
3638,914,824,2,13,88782,15:52:24,9.98,9983,25.12,25116,25
3639,914,1,2,14,88175,15:53:43,8.76,8758,23.89,23891,24
3640,914,825,3,15,88354,15:56:34,18.08,18082,33.22,33215,33
3641,914,818,3,19,88004,16:04:37,9.22,9220,24.35,24353,24
3642,914,154,3,21,9945,16:08:25,8.52,8523,23.66,23656,24
3643,914,16,3,22,88665,16:10:19,9.27,9274,24.41,24407,24
3644,914,813,3,22,88962,16:10:28,9.05,9051,24.18,24184,24
3645,914,8,3,23,87359,16:12:06,17.33,17333,32.47,32466,32
3646,914,826,3,23,88579,16:12:08,9.09,9089,24.22,24222,24
3647,914,820,3,23,88920,16:12:57,10.14,10145,25.28,25278,25
3648,914,824,3,24,88793,16:14:29,9.78,9777,24.91,24910,25
3649,914,815,3,25,87473,16:16:02,9.49,9489,24.62,24622,25
3650,914,828,3,25,89008,16:16:32,10.84,10844,25.98,25977,26
3651,914,807,3,26,87182,16:17:49,8.74,8740,23.87,23873,24
3652,914,155,3,26,10230,16:18:42,10.5,10502,25.64,25635,26
3653,914,20,3,29,88455,16:22:58,8.31,8310,23.44,23443,23
3654,914,18,3,31,88413,16:26:40,13.41,13414,28.55,28547,29
3655,914,16,4,32,88675,16:30:14,9.18,9181,24.31,24314,24
3656,914,3,3,33,87309,16:30:17,9.73,9729,24.86,24862,25
3657,914,825,4,33,88372,16:32:03,8.57,8568,23.7,23701,24
3658,914,821,3,34,88717,16:33:51,11.81,11810,26.94,26943,27
3659,914,8,4,34,87370,16:33:52,9.04,9040,24.17,24173,24
3660,914,154,4,34,9958,16:33:58,8.61,8612,23.75,23745,24
3661,914,1,3,35,88196,16:34:00,8.54,8544,23.68,23677,24
3662,914,817,3,36,88331,16:36:14,10.47,10474,25.61,25607,26
3663,914,13,3,37,88286,16:39:03,9.8,9797,24.93,24930,25
3664,914,822,3,38,88243,16:40:55,9.92,9919,25.05,25052,25
3665,914,155,4,38,10242,16:42:35,10.44,10443,25.58,25576,26
3666,914,826,4,39,88595,16:43:18,11.42,11421,26.55,26554,27
3667,914,828,4,39,89022,16:44:06,10.52,10522,25.66,25655,26
3668,914,155,5,39,10243,16:45:03,9.77,9774,24.91,24907,25
3669,914,813,4,40,88980,16:45:34,10.85,10848,25.98,25981,26
3670,914,825,5,40,88379,16:45:43,9.23,9228,24.36,24361,24
3671,914,18,4,42,88424,16:48:03,9.62,9624,24.76,24757,25
3672,914,807,4,43,87199,16:51:01,9.66,9659,24.79,24792,25
3673,914,815,4,43,87491,16:51:21,10.18,10180,25.31,25313,25
3674,914,8,5,43,87379,16:51:48,9.63,9635,24.77,24768,25
3675,914,154,5,43,9967,16:52:21,8.65,8652,23.79,23785,24
3676,915,3,1,1,88250,15:05:38,5.95,5950,33.82,33820,34
3677,915,13,1,1,89870,15:05:45,2.04,2042,29.91,29912,30
3678,915,820,1,4,90051,15:11:25,3.5,3504,31.37,31374,31
3679,915,817,1,11,89513,15:23:27,2.14,2136,30.01,30006,30
3680,915,16,1,12,89986,15:25:38,2.86,2863,30.73,30733,31
3681,915,826,1,20,89417,15:39:18,3.71,3714,31.58,31584,32
3682,915,154,1,20,11019,15:39:40,2.17,2167,30.04,30037,30
3683,915,813,1,21,89943,15:41:54,2.31,2310,30.18,30180,30
3684,915,18,1,22,89154,15:42:24,2.12,2124,29.99,29994,30
3685,915,818,1,23,89006,15:44:29,2.4,2402,30.27,30272,30
3686,915,807,1,24,88319,15:46:32,2.23,2226,30.1,30096,30
3687,915,4,1,25,72782,15:47:40,7.24,7242,35.11,35112,35
3688,915,815,1,25,88364,15:48:06,2.01,2006,29.88,29876,30
3689,915,822,1,26,89105,15:49:13,2.49,2493,30.36,30363,30
3690,915,825,1,26,89370,15:49:27,1.87,1866,29.74,29736,30
3691,915,8,1,26,88408,15:49:44,2.23,2227,30.1,30097,30
3692,915,1,1,27,89053,15:50:40,2.63,2633,30.5,30503,31
3693,915,13,2,27,89896,15:51:39,2.41,2408,30.28,30278,30
3694,915,828,1,27,89845,15:52:14,3.15,3150,31.02,31020,31
3695,915,20,1,30,89479,15:56:37,2.48,2485,30.36,30355,30
3696,915,826,2,37,89434,16:09:35,2.45,2451,30.32,30321,30
3697,915,821,1,39,89700,16:12:57,2.43,2433,30.3,30303,30
3698,915,828,2,43,89861,16:21:18,2.89,2890,30.76,30760,31
3699,916,825,1,1,90281,14:05:26,4.02,4017,26.88,26881,27
3700,916,807,1,1,89503,14:05:32,10.56,10563,33.43,33427,33
3701,916,18,1,1,90576,14:05:32,3.94,3942,26.81,26806,27
3702,916,821,1,1,90687,14:05:34,2.14,2143,25.01,25007,25
3703,916,20,1,1,90852,14:05:37,2.14,2135,24.23,24226,24
3704,916,20,2,2,90853,14:08:25,1.95,1948,23.91,23909,24
3705,916,13,1,14,90182,14:30:44,1.83,1834,24.49,24488,24
3706,916,817,1,14,90406,14:30:46,1.9,1898,24.04,24040,24
3707,916,3,1,15,89884,14:32:19,1.9,1901,24.43,24433,24
3708,916,822,1,15,90239,14:32:30,2.02,2018,24.15,24151,24
3709,916,813,1,15,90534,14:32:45,6.87,6870,29.73,29734,30
3710,916,818,1,15,89833,14:32:46,7.29,7294,30.16,30158,30
3711,916,1,1,16,90128,14:34:07,1.98,1978,24.37,24368,24
3712,916,4,1,16,73790,14:34:26,1.97,1975,24.6,24601,25
3713,916,154,1,16,13005,14:34:33,2.35,2352,24.69,24688,25
3714,916,8,1,17,89149,14:36:16,2.05,2048,24.13,24131,24
3715,916,821,2,20,90706,14:42:01,8.33,8334,31.2,31198,31
3716,916,826,1,21,90817,14:43:32,2.13,2131,25,24995,25
3717,916,20,3,26,90877,14:52:33,1.81,1809,23.8,23799,24
3718,916,825,2,27,90307,14:54:14,2.06,2056,24.5,24497,24
3719,916,18,2,28,90603,14:56:05,2.25,2250,23.55,23546,24
3720,916,154,2,29,13018,14:57:45,2.09,2089,23.8,23802,24
3721,916,818,2,29,89847,14:57:50,2.43,2432,24.55,24553,25
3722,916,822,2,30,90254,14:58:59,2.31,2306,24.28,24283,24
3723,916,817,2,31,90423,15:00:38,2.28,2277,24.36,24356,24
3724,916,13,2,32,90200,15:02:21,2.59,2592,25.46,25456,25
3725,916,1,2,33,90145,15:03:57,2.2,2199,24.24,24244,24
3726,916,3,2,34,89903,15:05:43,2.33,2333,24.51,24513,25
3727,916,813,2,35,90554,15:08:22,1.82,1824,24.47,24468,24
3728,916,821,3,40,90726,15:17:42,1.86,1862,24.73,24726,25
3729,916,826,2,41,90837,15:18:59,1.92,1923,24.19,24189,24
3730,916,8,2,42,89174,15:20:41,2.43,2428,23.87,23872,24
3731,916,4,2,43,73817,15:22:10,1.84,1839,24.13,24133,24
3732,916,20,4,48,90899,15:31:17,1.95,1950,23.95,23948,24
3733,916,826,3,51,90847,15:36:52,3.68,3677,26.54,26541,27
3734,916,8,3,52,89184,15:38:29,1.97,1972,24.23,24226,24
3735,917,813,1,4,383062,14:08:39,2.36,2359,23.75,23753,24
3736,917,13,1,5,91130,14:09:42,2.08,2084,23.22,23220,23
3737,917,815,1,5,90285,14:09:55,2.07,2073,23.47,23467,23
3738,917,822,1,6,383628,14:11:00,1.9,1900,23.29,23294,23
3739,917,18,1,6,91295,14:11:00,1.95,1953,23.02,23018,23
3740,917,20,1,6,382607,14:11:07,2.41,2414,23.81,23808,24
3741,917,3,1,7,90175,14:12:10,2.34,2336,23.73,23730,24
3742,917,825,1,7,91530,14:12:21,1.83,1831,23.06,23061,23
3743,917,4,1,7,75028,14:12:23,1.88,1884,23.28,23278,23
3744,917,817,1,7,91475,14:12:24,1.89,1886,23.14,23141,23
3745,917,1,1,8,383207,14:13:27,1.96,1957,23.35,23351,23
3746,917,821,1,8,383348,14:13:43,2.27,2267,23.66,23661,24
3747,917,8,1,8,90583,14:13:44,2.03,2033,23.43,23427,23
3748,917,818,1,9,383701,14:15:04,2.39,2388,23.78,23782,24
3749,917,807,1,16,90408,14:24:01,2.16,2160,23.55,23554,24
3750,917,826,1,18,383780,14:26:39,3.61,3607,25,25001,25
3751,917,16,1,18,383288,14:26:52,8.07,8071,29.47,29465,29
3752,917,20,2,24,382625,14:34:28,2.3,2305,23.2,23195,23
3753,917,154,1,24,13587,14:34:30,4.2,4197,25.59,25591,26
3754,917,13,2,25,91150,14:35:32,8.69,8690,30.08,30084,30
3755,917,815,2,25,90305,14:35:57,2.14,2136,23,22997,23
3756,917,3,2,26,90194,14:36:33,1.95,1952,23.35,23346,23
3757,917,822,2,26,383648,14:36:50,13.89,13890,35.28,35284,35
3758,917,825,2,26,91549,14:36:58,2.8,2796,24.19,24190,24
3759,917,18,2,27,91316,14:38:10,2.21,2215,22.62,22620,23
3760,917,817,2,27,91495,14:38:18,2.46,2460,22.87,22871,23
3761,917,821,2,27,383367,14:38:26,2.87,2873,24.27,24267,24
3762,917,818,2,27,383719,14:38:30,3.01,3014,24.41,24408,24
3763,917,813,2,27,383085,14:38:36,2.04,2035,22.87,22865,23
3764,917,1,2,28,383227,14:39:09,2.83,2830,24.22,24224,24
3765,917,4,2,28,75049,14:39:32,1.85,1848,23.13,23134,23
3766,917,8,2,35,90610,14:48:30,6.54,6540,27.93,27934,28
3767,917,807,2,36,90428,14:49:47,1.93,1929,23.32,23323,23
3768,917,826,2,38,383800,14:52:30,2.99,2991,24.39,24385,24
3769,917,16,2,39,383309,14:54:06,2.91,2908,24.3,24302,24
3770,917,154,2,40,13603,14:55:19,2.2,2200,23.02,23023,23
3771,917,822,3,42,383664,14:57:48,5.07,5069,26.46,26463,26
3772,917,813,3,45,383103,15:01:47,2.47,2469,23.09,23090,23
3773,917,818,3,46,383738,15:03:02,2.61,2608,24,24002,24
3774,917,825,3,47,91570,15:03:59,2.74,2737,24.13,24131,24
3775,917,815,3,47,90327,15:04:19,8.67,8673,30.07,30067,30
3776,917,20,3,48,382649,15:05:05,2.46,2465,22.75,22746,23
3777,917,821,3,48,383388,15:05:32,2.02,2024,23.42,23418,23
3778,917,3,3,50,90218,15:06:59,2.48,2477,23.24,23240,23
3779,917,16,3,49,383319,15:07:08,3.46,3459,24.85,24853,25
3780,917,13,3,50,91175,15:07:25,5.52,5524,26.92,26918,27
3781,917,18,3,50,91339,15:07:33,1.99,1989,23.38,23383,23
3782,917,1,3,51,383250,15:08:16,2.09,2094,22.87,22874,23
3783,917,4,3,52,75073,15:10:12,2.43,2427,23.08,23077,23
3784,917,826,3,59,383821,15:19:23,3.33,3332,24.73,24726,25
3785,917,154,3,59,13622,15:19:41,1.84,1842,23.2,23197,23
3786,917,807,3,60,383470,15:20:21,2.02,2017,23.41,23411,23
3787,918,154,1,1,14979,17:05:39,3.35,3351,23.67,23671,24
3788,918,4,1,5,75566,17:12:48,2.45,2449,21.62,21619,22
3789,918,16,1,5,91815,17:13:03,2.17,2171,22.49,22491,22
3790,918,18,1,6,91240,17:14:36,2.31,2307,22.63,22627,23
3791,918,826,1,6,91405,17:14:38,3.85,3849,24.17,24169,24
3792,918,8,1,6,91295,17:14:41,2.34,2336,21.55,21546,22
3793,918,821,1,7,91585,17:16:39,2.81,2808,23.13,23128,23
3794,918,813,1,7,91749,17:16:42,2.29,2290,22,21998,22
3795,918,154,2,8,14986,17:18:40,2.16,2157,21.7,21699,22
3796,918,1,1,10,91080,17:21:35,1.9,1897,21.89,21885,22
3797,918,822,1,10,91423,17:21:52,2.23,2229,21.66,21661,22
3798,918,3,1,11,91136,17:23:26,2.08,2077,21.74,21741,22
3799,918,13,1,13,91192,17:27:05,1.82,1822,22.05,22054,22
3800,918,818,1,13,91645,17:27:37,2.6,2599,22.92,22919,23
3801,918,815,1,14,91537,17:29:24,2.12,2116,22.03,22031,22
3802,918,829,1,14,92138,17:30:04,3.82,3824,24.14,24144,24
3803,918,807,1,15,91483,17:31:09,7.12,7125,27.45,27445,27
3804,918,155,1,15,14746,17:31:40,4.1,4101,24.42,24421,24
3805,918,825,1,21,91708,17:42:16,1.94,1936,22.09,22087,22
3806,918,20,1,21,92036,17:42:18,2.77,2774,23.09,23094,23
3807,918,154,3,21,14999,17:42:47,2.38,2380,21.57,21574,22
3808,918,16,2,22,91063,17:44:35,1.96,1957,22.28,22277,22
3809,918,8,2,26,91315,17:51:27,1.89,1886,22.21,22206,22
3810,918,817,1,27,91004,17:52:58,1.95,1948,21.75,21747,22
3811,918,4,2,27,75588,17:53:14,1.82,1819,22.07,22068,22
3812,918,18,2,28,91262,17:55:03,1.83,1825,22.04,22042,22
3813,918,821,2,28,91606,17:55:32,2.95,2950,23.27,23270,23
3814,918,825,2,29,91716,17:57:15,2.19,2193,21.62,21623,22
3815,918,818,2,30,91662,17:58:48,2.44,2441,22.76,22761,23
3816,918,1,2,31,91101,17:59:40,2.27,2271,21.89,21887,22
3817,918,3,2,34,91159,18:05:35,3.76,3763,24.08,24083,24
3818,918,822,2,35,91448,18:07:17,2.1,2096,22.02,22015,22
3819,918,155,2,36,91804,18:10:43,2.11,2106,22.43,22426,22
3820,918,807,2,37,91505,18:11:24,2.17,2165,21.64,21642,22
3821,918,16,3,37,91048,18:12:07,1.91,1907,22.23,22227,22
3822,918,829,2,37,92161,18:13:03,3.22,3225,23.55,23545,24
3823,918,815,2,41,91564,18:18:37,2,2005,22.33,22325,22
3824,918,13,2,43,91222,18:21:15,2.32,2319,22.04,22040,22
3825,918,818,3,44,91676,18:24:19,2.03,2028,22.35,22348,22
3826,918,20,2,46,92061,18:27:33,1.86,1856,21.61,21611,22
3827,918,817,2,47,92007,18:28:55,2.05,2046,21.58,21582,22
3828,926,828,1,1,92567,16:05:59,1.86,1857,22.68,22681,23
3829,926,8,1,16,6797,16:31:07,4.82,4822,27.47,27465,27
3830,926,13,1,21,6729,16:38:38,2.12,2115,22.06,22062,22
3831,926,807,1,21,92417,16:39:11,2.05,2053,22.14,22137,22
3832,926,817,1,23,92290,16:42:09,2.16,2162,22.54,22535,23
3833,926,20,1,24,91920,16:43:16,2.33,2331,22.69,22694,23
3834,926,832,1,24,91978,16:43:48,33.15,33146,55.79,55789,56
3835,926,1,1,25,90967,16:44:32,2.1,2103,22.3,22295,22
3836,926,831,1,25,92234,16:45:12,2.1,2097,22.93,22933,23
3837,926,3,1,26,5599,16:46:11,2.15,2151,22.11,22105,22
3838,926,828,2,26,92592,16:47:15,2.08,2078,23.25,23254,23
3839,926,18,1,27,8429,16:49:15,2.13,2126,23.35,23353,23
3840,926,830,1,32,92396,16:56:30,1.97,1968,23.53,23532,24
3841,926,815,1,38,92491,17:06:52,3.37,3366,26.01,26009,26
3842,926,8,2,40,6821,17:08:30,2.37,2367,22.41,22405,22
3843,926,828,3,43,92609,17:14:28,2,2001,22.35,22353,22
3844,926,807,2,44,92440,17:15:43,1.96,1957,21.61,21612,22
3845,927,813,1,1,93519,15:06:15,12.59,12588,37.29,37289,37
3846,927,831,1,2,93239,15:07:27,9.22,9217,33.92,33918,34
3847,927,8,1,2,8404,15:08:04,2.58,2584,27.29,27285,27
3848,927,1,1,4,92627,15:11:07,2.49,2491,26.09,26094,26
3849,927,3,1,4,6712,15:11:11,8.99,8988,33.69,33689,34
3850,927,817,1,4,92795,15:11:13,2.01,2013,26.71,26714,27
3851,927,13,1,4,8541,15:11:16,2.02,2020,25.83,25831,26
3852,927,826,1,4,92906,15:11:17,5.76,5762,30.46,30463,30
3853,927,830,1,4,93019,15:11:22,4.81,4815,29.52,29516,30
3854,927,822,1,4,91958,15:11:24,5.45,5453,30.15,30154,30
3855,927,4,1,4,7039,15:11:32,2.08,2082,25.22,25222,25
3856,927,18,1,4,10152,15:11:38,8.33,8326,33.03,33027,33
3857,927,833,1,5,93470,15:14:03,2.84,2839,27.54,27540,28
3858,927,832,1,14,93140,15:30:50,1.82,1817,25.13,25126,25
3859,927,8,2,14,8416,15:30:53,2.16,2157,24.74,24744,25
3860,927,807,1,15,92282,15:32:38,2.3,2302,25.83,25826,26
3861,927,154,1,15,25648,15:32:40,2.28,2281,24.38,24377,24
3862,927,20,1,17,92696,15:35:47,1.86,1863,24,23996,24
3863,927,815,1,17,93386,15:36:31,2.49,2495,25.27,25268,25
3864,927,817,2,18,92809,15:38:11,2.2,2198,25.6,25604,26
3865,927,813,2,18,93536,15:38:27,12.69,12693,37.39,37394,37
3866,927,830,2,20,93035,15:41:45,2.36,2359,25.66,25655,26
3867,927,831,2,20,93257,15:42:00,1.86,1864,25.74,25741,26
3868,927,826,2,21,92923,15:43:36,1.92,1919,24.78,24781,25
3869,927,18,2,21,10169,15:43:48,2.1,2102,25.58,25581,26
3870,927,833,2,22,93487,15:46:29,2.3,2303,27,27004,27
3871,927,1,2,24,92647,15:48:25,1.92,1916,24.6,24595,25
3872,927,13,2,24,8561,15:48:49,2.04,2042,24.79,24788,25
3873,927,822,2,25,91979,15:50:42,2.13,2132,24.43,24432,24
3874,927,3,2,26,6734,15:52:07,2.03,2029,24.57,24574,25
3875,927,154,2,26,25659,15:52:37,2.4,2400,24.62,24621,25
3876,927,831,3,30,93267,16:00:16,2.19,2186,25.33,25331,25
3877,927,807,2,31,92298,16:02:02,2.33,2328,25.05,25047,25
3878,927,832,2,32,93158,16:03:31,2.47,2467,25.17,25165,25
3879,927,813,3,33,93551,16:05:48,1.92,1917,24.28,24276,24
3880,927,8,3,34,8436,16:06:41,2.34,2343,24.65,24653,25
3881,927,817,3,34,92825,16:07:16,1.96,1965,25.39,25393,25
3882,927,154,3,34,25667,16:07:29,2.38,2377,26.01,26014,26
3883,927,815,2,35,93404,16:09:15,11.07,11075,35.78,35776,36
3884,927,18,3,35,10183,16:09:16,1.94,1938,25.85,25846,26
3885,927,20,2,37,92716,16:11:15,1.92,1921,25.09,25092,25
3886,927,1,3,38,92661,16:13:14,1.86,1864,24.18,24179,24
3887,927,13,3,38,8575,16:13:54,2.27,2270,26.97,26971,27
3888,927,826,3,39,92941,16:16:13,2.41,2410,26.15,26149,26
3889,927,822,3,40,92192,16:17:30,2.01,2013,25,25002,25
3890,927,830,3,40,93055,16:17:48,2.35,2347,24.77,24768,25
3891,927,3,3,41,6749,16:18:40,2.39,2387,24.34,24336,24
3892,927,831,4,43,93280,16:23:49,2.31,2312,25.2,25204,25
3893,927,833,3,42,93507,16:24:30,4.5,4501,29.2,29202,29
3894,927,807,3,44,92311,16:25:34,10.65,10650,35.35,35351,35
3895,928,831,1,10,93967,14:21:26,2.78,2780,23.41,23409,23
3896,928,813,1,11,94079,14:23:09,1.91,1914,22.47,22470,22
3897,928,815,1,11,94259,14:23:19,2.2,2200,22.83,22829,23
3898,928,154,1,12,26939,14:24:52,2.79,2792,23.42,23421,23
3899,928,830,1,12,94129,14:24:59,3.63,3627,24.26,24256,24
3900,928,4,1,12,8483,14:25:14,2.61,2609,23.24,23238,23
3901,928,20,1,13,93690,14:26:23,1.86,1859,22.49,22488,22
3902,928,13,1,13,10548,14:26:33,2.52,2516,23.15,23145,23
3903,928,1,1,14,93579,14:28:00,2.02,2016,22.65,22645,23
3904,928,822,1,14,93140,14:28:20,2.45,2455,23.08,23084,23
3905,928,828,1,14,94027,14:28:36,3.22,3217,23.85,23846,24
3906,928,817,1,14,94372,14:28:38,2.01,2006,22.64,22635,23
3907,928,18,1,14,11398,14:28:51,3.31,3307,23.94,23936,24
3908,928,3,1,15,8552,14:29:48,1.85,1854,22.48,22483,22
3909,928,8,1,15,10163,14:29:55,2.19,2189,22.82,22818,23
3910,928,829,1,16,94539,14:32:55,3.5,3503,24.13,24132,24
3911,928,833,1,17,94486,14:34:51,5.31,5309,25.94,25938,26
3912,928,832,1,19,94212,14:37:55,3.17,3166,23.8,23795,24
3913,928,815,2,26,94274,14:50:03,2.71,2709,23.34,23338,23
3914,928,20,2,30,93707,14:56:09,2.01,2010,22.44,22444,22
3915,928,828,2,30,94043,14:57:12,3.96,3960,24.59,24589,25
3916,928,3,2,31,8568,14:57:50,2.2,2200,22.83,22829,23
3917,928,831,2,31,93988,14:58:53,3.1,3103,23.73,23732,24
3918,928,154,2,32,26959,15:00:30,2.98,2976,23.61,23605,24
3919,928,830,2,32,94149,15:00:35,2.63,2629,23.26,23258,23
3920,928,18,2,32,11416,15:00:57,2.64,2644,23.27,23273,23
3921,928,1,2,33,93598,15:01:11,2.49,2493,22.24,22235,22
3922,928,813,2,33,94101,15:02:42,2.27,2270,22.9,22899,23
3923,928,8,2,34,10182,15:03:09,2.16,2156,22.45,22453,22
3924,928,13,2,34,10569,15:03:37,2.69,2688,23.32,23317,23
3925,928,822,2,35,93161,15:05:28,2.95,2953,23.58,23582,24
3926,928,4,2,35,8506,15:06:28,2.72,2716,23.35,23345,23
3927,928,817,2,36,94394,15:07:45,2.27,2268,22.9,22897,23
3928,928,829,2,38,94561,15:13:29,3.42,3425,24.05,24054,24
3929,928,832,2,39,94232,15:14:00,2.79,2795,23.42,23424,23
3930,928,815,3,41,94289,15:16:42,2.51,2515,23.14,23144,23
3931,928,833,2,40,94509,15:17:19,3.46,3459,24.09,24088,24
3932,928,813,3,48,94116,15:29:49,4.07,4066,24.7,24696,25
3933,929,830,1,6,95291,18:14:10,15.08,15084,39.34,39338,39
3934,929,807,1,10,94368,18:20:48,2.4,2398,26.65,26652,27
3935,929,831,1,10,95183,18:20:56,2.03,2028,25.46,25459,25
3936,929,13,1,10,11135,18:20:57,2.43,2433,24.89,24894,25
3937,929,813,1,10,93475,18:20:58,6.17,6172,30.43,30426,30
3938,929,828,1,11,95043,18:22:33,2.09,2090,26.05,26045,26
3939,929,832,1,11,95099,18:22:40,8.39,8393,32.65,32647,33
3940,929,154,1,12,28224,18:24:12,2.19,2192,24.74,24735,25
3941,929,20,1,13,94647,18:25:38,2.24,2241,24.51,24509,25
3942,929,4,1,13,9937,18:26:08,2.27,2274,25.37,25370,25
3943,929,3,1,14,10549,18:27:16,2.03,2026,25.31,25311,25
3944,929,822,1,14,94207,18:27:28,2.45,2452,25.29,25293,25
3945,929,817,1,14,94876,18:27:29,2.16,2164,25.72,25723,26
3946,929,1,1,15,94592,18:28:52,2.28,2284,25.79,25791,26
3947,929,826,1,15,95334,18:29:32,1.88,1883,25.42,25421,25
3948,929,8,1,17,11401,18:32:23,1.95,1952,24.77,24773,25
3949,929,815,1,17,95134,18:32:51,2.25,2247,25.57,25573,26
3950,929,833,1,18,95505,18:35:44,2.23,2231,25.83,25834,26
3951,929,829,1,19,95560,18:37:18,2.29,2286,26.1,26103,26
3952,929,831,2,24,95197,18:44:52,1.87,1874,25.9,25898,26
3953,929,13,2,24,11149,18:44:53,2.01,2007,25.02,25017,25
3954,929,813,2,24,93489,18:44:54,1.9,1902,24.31,24310,24
